Pressure,Depth
8.326561472,0
8.590594808,964.6670437
8.783154225,1998.083871
8.975759814,2995.302021
9.285687902,4011.681461
9.585435111,5009.869218
9.875001443,5989.865294
10.02679118,6986.71407
10.17853474,8019.761523
10.27930465,9016.148581
10.3749495,10030.58881
10.46974017,11714.70456
10.57646624,12041.46226
